date,open,high,low,close,volume
2024-08-23 00:00:00+05:30,1493.0,1510.0,1479.35,1506.75,6238112
2024-08-26 00:00:00+05:30,1509.0,1520.7,1505.0,1513.55,4307432
2024-08-27 00:00:00+05:30,1518.0,1526.35,1502.0,1522.75,3965066
2024-08-28 00:00:00+05:30,1527.95,1564.5,1521.65,1556.35,6225319
2024-08-29 00:00:00+05:30,1565.0,1571.7,1545.95,1565.9,8036748
2024-08-30 00:00:00+05:30,1576.0,1608.4,1561.6,1589.05,37820442
2024-09-02 00:00:00+05:30,1605.0,1605.0,1565.5,1571.35,4890314
2024-09-03 00:00:00+05:30,1579.0,1579.0,1558.6,1560.6,4546295
2024-09-04 00:00:00+05:30,1558.0,1566.0,1542.0,1561.9,5213811
2024-09-05 00:00:00+05:30,1559.0,1563.0,1541.5,1547.2,5652812
2024-09-06 00:00:00+05:30,1552.8,1555.6,1530.2,1539.25,5497805
2024-09-09 00:00:00+05:30,1523.25,1546.75,1523.25,1542.65,3912508
2024-09-10 00:00:00+05:30,1545.15,1586.0,1545.15,1577.85,6163457
2024-09-11 00:00:00+05:30,1578.45,1598.9,1574.45,1577.8,5994914
2024-09-12 00:00:00+05:30,1596.15,1652.8,1590.1,1646.75,12204496
2024-09-13 00:00:00+05:30,1651.0,1654.9,1631.05,1634.45,5609618
2024-09-16 00:00:00+05:30,1634.45,1652.95,1630.1,1635.45,3762063
2024-09-17 00:00:00+05:30,1650.0,1666.05,1638.5,1661.75,4223072
2024-09-18 00:00:00+05:30,1655.2,1670.95,1647.85,1654.9,3171195
2024-09-19 00:00:00+05:30,1647.7,1711.7,1647.7,1664.85,8498240
2024-09-20 00:00:00+05:30,1671.0,1723.4,1666.0,1711.75,21646275
2024-09-23 00:00:00+05:30,1719.0,1754.25,1719.0,1750.45,5001827
2024-09-24 00:00:00+05:30,1752.0,1767.55,1746.1,1756.65,7579205
2024-09-25 00:00:00+05:30,1755.55,1766.9,1745.0,1760.4,4017103
2024-09-26 00:00:00+05:30,1770.0,1779.0,1746.15,1771.1,7417423
2024-09-27 00:00:00+05:30,1755.2,1763.45,1722.5,1734.6,7116861
2024-09-30 00:00:00+05:30,1714.0,1733.0,1704.2,1709.55,6907288
2024-10-01 00:00:00+05:30,1705.0,1722.85,1696.0,1698.7,3649090
2024-10-03 00:00:00+05:30,1665.0,1695.0,1665.0,1673.45,7200276
2024-10-04 00:00:00+05:30,1670.05,1686.7,1630.15,1640.9,8576527
2024-10-07 00:00:00+05:30,1651.0,1670.0,1642.45,1662.05,5387707
2024-10-08 00:00:00+05:30,1662.6,1679.5,1652.0,1657.45,5224335
2024-10-09 00:00:00+05:30,1666.75,1704.6,1661.05,1678.1,3414614
2024-10-10 00:00:00+05:30,1686.6,1698.95,1665.0,1678.1,5047657
2024-10-11 00:00:00+05:30,1678.1,1690.25,1658.65,1687.4,2367678
2024-10-14 00:00:00+05:30,1686.0,1710.05,1679.35,1695.6,2069815
2024-10-15 00:00:00+05:30,1708.0,1732.75,1699.95,1717.25,5891334
2024-10-16 00:00:00+05:30,1720.0,1742.25,1717.1,1733.95,3299887
2024-10-17 00:00:00+05:30,1736.75,1737.95,1694.4,1701.15,4373392
2024-10-18 00:00:00+05:30,1710.0,1716.1,1685.2,1707.85,4154915
2024-10-21 00:00:00+05:30,1705.55,1708.95,1662.0,1692.55,3836168
2024-10-22 00:00:00+05:30,1692.0,1712.9,1687.35,1692.25,3070057
2024-10-23 00:00:00+05:30,1690.0,1701.35,1680.1,1685.8,2764757
2024-10-24 00:00:00+05:30,1687.0,1693.0,1657.4,1678.45,3669575
2024-10-25 00:00:00+05:30,1681.1,1684.75,1655.85,1666.0,3434386
2024-10-28 00:00:00+05:30,1658.15,1677.85,1645.65,1663.35,2811651
2024-10-29 00:00:00+05:30,1650.5,1667.95,1610.0,1637.1,6990747
2024-10-30 00:00:00+05:30,1627.8,1651.0,1617.8,1633.35,4622628
2024-10-31 00:00:00+05:30,1634.0,1638.8,1602.15,1612.6,4921681
2024-11-01 00:00:00+05:30,1620.0,1626.35,1605.35,1616.45,279441
2024-11-04 00:00:00+05:30,1619.15,1623.85,1573.05,1591.25,6094029
2024-11-05 00:00:00+05:30,1583.25,1593.9,1566.0,1578.4,6473278
2024-11-06 00:00:00+05:30,1583.0,1610.75,1566.5,1598.8,6631728
2024-11-07 00:00:00+05:30,1595.95,1608.55,1569.65,1575.8,5160994
2024-11-08 00:00:00+05:30,1571.0,1579.5,1558.85,1569.9,3096384
2024-11-11 00:00:00+05:30,1561.0,1581.6,1551.8,1560.55,3664301
2024-11-12 00:00:00+05:30,1568.8,1595.0,1550.1,1555.65,4479934
2024-11-13 00:00:00+05:30,1559.9,1572.5,1546.35,1550.45,5816699
2024-11-14 00:00:00+05:30,1550.0,1568.0,1536.55,1550.5,5139154
2024-11-18 00:00:00+05:30,1568.95,1568.95,1529.45,1537.0,4816078
2024-11-19 00:00:00+05:30,1537.0,1558.0,1519.3,1525.5,6238241
2024-11-21 00:00:00+05:30,1538.0,1542.05,1511.0,1525.15,7356679
2024-11-22 00:00:00+05:30,1533.0,1575.0,1520.2,1569.3,7640321
2024-11-25 00:00:00+05:30,1581.95,1609.25,1562.55,1578.75,12155641
2024-11-26 00:00:00+05:30,1590.0,1604.85,1566.0,1577.25,4030593
2024-11-27 00:00:00+05:30,1569.15,1583.75,1554.15,1577.65,4982785
2024-11-28 00:00:00+05:30,1571.0,1588.5,1556.95,1560.4,6714728
2024-11-29 00:00:00+05:30,1551.15,1648.9,1551.15,1627.15,10775801
2024-12-02 00:00:00+05:30,1627.15,1646.2,1617.2,1643.6,3790108
2024-12-03 00:00:00+05:30,1652.9,1652.9,1613.15,1620.55,9131055
2024-12-04 00:00:00+05:30,1629.75,1630.5,1582.4,1584.1,8772014
2024-12-05 00:00:00+05:30,1600.0,1622.05,1585.35,1615.35,10324005
2024-12-06 00:00:00+05:30,1618.0,1624.65,1594.8,1597.85,4296866
2024-12-09 00:00:00+05:30,1595.9,1605.9,1589.05,1602.55,4264409
2024-12-10 00:00:00+05:30,1610.55,1611.85,1570.05,1578.65,14645786
2024-12-11 00:00:00+05:30,1588.0,1588.0,1571.2,1586.0,3853182
2024-12-12 00:00:00+05:30,1578.5,1617.9,1578.5,1610.55,13120939
2024-12-13 00:00:00+05:30,1618.0,1685.0,1606.8,1681.75,12900707
2024-12-16 00:00:00+05:30,1681.75,1687.0,1660.15,1662.55,4375126
2024-12-17 00:00:00+05:30,1650.5,1658.65,1608.5,1615.3,6182486
2024-12-18 00:00:00+05:30,1621.4,1623.0,1596.1,1601.9,3905144
2024-12-19 00:00:00+05:30,1586.4,1609.75,1585.45,1600.3,5865855
2024-12-20 00:00:00+05:30,1610.0,1622.3,1573.4,1578.1,9738879
2024-12-23 00:00:00+05:30,1586.0,1607.45,1578.35,1586.9,4363599
2024-12-24 00:00:00+05:30,1590.0,1598.8,1575.0,1583.9,3610076
2024-12-26 00:00:00+05:30,1583.9,1606.85,1581.1,1599.5,3400479
2024-12-27 00:00:00+05:30,1599.5,1628.45,1596.3,1599.85,2559578
2024-12-30 00:00:00+05:30,1605.0,1613.05,1581.1,1586.9,4438130
2024-12-31 00:00:00+05:30,1583.0,1597.2,1563.35,1587.75,2249626
2025-01-01 00:00:00+05:30,1593.0,1606.55,1584.05,1595.7,1405565
2025-01-02 00:00:00+05:30,1599.9,1619.6,1588.4,1609.7,3728040
2025-01-03 00:00:00+05:30,1615.0,1617.0,1593.3,1598.85,3669685
2025-01-06 00:00:00+05:30,1596.15,1609.85,1567.1,1588.45,4584188
2025-01-07 00:00:00+05:30,1594.0,1603.0,1584.05,1590.85,2830856
2025-01-08 00:00:00+05:30,1598.75,1613.45,1577.85,1599.2,3674564
2025-01-09 00:00:00+05:30,1600.0,1620.2,1592.4,1607.05,4684859
2025-01-10 00:00:00+05:30,1608.0,1625.0,1591.8,1615.9,4145892
2025-01-13 00:00:00+05:30,1580.0,1614.7,1578.1,1597.2,3705039
2025-01-14 00:00:00+05:30,1604.7,1633.4,1578.5,1600.1,7284572
2025-01-15 00:00:00+05:30,1608.05,1613.85,1593.0,1607.45,2960985
2025-01-16 00:00:00+05:30,1619.05,1635.0,1600.55,1630.2,5299325
2025-01-17 00:00:00+05:30,1630.1,1639.0,1623.0,1627.5,2678801
2025-01-20 00:00:00+05:30,1638.0,1645.0,1618.1,1641.15,3933044
2025-01-21 00:00:00+05:30,1654.0,1656.7,1620.3,1626.15,7958844
2025-01-22 00:00:00+05:30,1627.5,1641.0,1622.55,1631.75,3262136
2025-01-23 00:00:00+05:30,1624.5,1645.4,1617.2,1636.0,2457080
2025-01-24 00:00:00+05:30,1634.05,1661.9,1634.05,1644.8,3620058
2025-01-27 00:00:00+05:30,1638.95,1647.2,1593.7,1602.6,6622807
2025-01-28 00:00:00+05:30,1607.65,1630.3,1597.0,1618.35,5216471
2025-01-29 00:00:00+05:30,1620.0,1626.9,1593.15,1600.45,5009227
2025-01-30 00:00:00+05:30,1606.7,1644.95,1595.2,1640.75,4283637
2025-01-31 00:00:00+05:30,1639.1,1639.1,1574.25,1626.3,8340866
2025-02-01 00:00:00+05:30,1627.0,1644.0,1609.2,1623.25,2741589
2025-02-03 00:00:00+05:30,1619.9,1661.0,1608.1,1652.35,4146970
2025-02-04 00:00:00+05:30,1662.15,1668.3,1629.05,1661.45,6385876
2025-02-05 00:00:00+05:30,1670.0,1675.2,1649.1,1660.45,3920893
2025-02-06 00:00:00+05:30,1665.9,1667.3,1613.25,1619.75,5229162
2025-02-07 00:00:00+05:30,1635.05,1707.55,1635.0,1676.75,14873255
2025-02-10 00:00:00+05:30,1698.85,1700.0,1678.05,1693.05,6782878
2025-02-11 00:00:00+05:30,1706.0,1706.65,1686.2,1696.75,8965266
2025-02-12 00:00:00+05:30,1704.0,1713.7,1684.5,1711.55,7148192
2025-02-13 00:00:00+05:30,1710.0,1728.4,1703.9,1714.6,5356002
2025-02-14 00:00:00+05:30,1714.0,1724.1,1705.25,1717.05,5125863
2025-02-17 00:00:00+05:30,1711.75,1716.9,1666.25,1675.55,4906462
2025-02-18 00:00:00+05:30,1692.0,1695.95,1655.8,1668.9,7529598
2025-02-19 00:00:00+05:30,1670.0,1673.45,1638.45,1645.2,7776555
2025-02-20 00:00:00+05:30,1639.85,1649.8,1627.25,1643.5,5524503
2025-02-21 00:00:00+05:30,1643.5,1658.7,1629.2,1639.25,5447583
2025-02-24 00:00:00+05:30,1627.0,1637.55,1598.0,1601.3,4673190
2025-02-25 00:00:00+05:30,1597.0,1649.15,1597.0,1641.4,6286808
2025-02-27 00:00:00+05:30,1643.4,1656.0,1638.65,1650.4,7568745
2025-02-28 00:00:00+05:30,1641.95,1648.45,1559.5,1570.2,13640211
2025-03-03 00:00:00+05:30,1579.0,1602.75,1572.75,1595.8,6993525
2025-03-04 00:00:00+05:30,1589.0,1590.5,1568.0,1575.35,5219668
2025-03-05 00:00:00+05:30,1578.0,1626.1,1577.1,1618.25,6295425
2025-03-06 00:00:00+05:30,1618.0,1631.75,1590.45,1626.9,5174009
2025-03-07 00:00:00+05:30,1629.0,1642.4,1615.6,1630.7,3035558
2025-03-10 00:00:00+05:30,1640.0,1654.9,1626.6,1630.95,3778450
2025-03-11 00:00:00+05:30,1630.0,1676.4,1624.05,1662.95,6078564
2025-03-12 00:00:00+05:30,1690.0,1716.65,1634.0,1642.85,9907628
2025-03-13 00:00:00+05:30,1650.8,1656.9,1629.6,1632.5,8317331
2025-03-17 00:00:00+05:30,1612.2,1648.4,1612.2,1639.15,6405525
2025-03-18 00:00:00+05:30,1649.5,1655.0,1622.1,1627.3,6539954
2025-03-19 00:00:00+05:30,1635.0,1642.05,1627.5,1637.15,6283464
2025-03-20 00:00:00+05:30,1660.0,1709.65,1646.1,1705.25,12074465
2025-03-21 00:00:00+05:30,1709.65,1731.4,1692.0,1725.8,14715349
2025-03-24 00:00:00+05:30,1740.0,1740.0,1714.85,1718.8,4120999
2025-03-25 00:00:00+05:30,1725.0,1740.5,1706.1,1730.5,4857399
2025-03-26 00:00:00+05:30,1739.15,1765.0,1726.15,1738.55,7142394
2025-03-27 00:00:00+05:30,1739.95,1746.4,1713.25,1724.7,6222339
2025-03-28 00:00:00+05:30,1733.3,1745.75,1660.0,1733.4,4133264
2025-04-01 00:00:00+05:30,1715.0,1765.0,1708.45,1724.15,6773056
2025-04-02 00:00:00+05:30,1720.0,1760.4,1716.95,1754.6,6431226
2025-04-03 00:00:00+05:30,1748.0,1754.95,1735.45,1746.0,2341989
2025-04-04 00:00:00+05:30,1754.5,1770.8,1740.0,1743.45,7817334
2025-04-07 00:00:00+05:30,1730.0,1774.75,1669.4,1686.65,14870388
2025-04-08 00:00:00+05:30,1720.7,1742.3,1706.8,1720.4,7206935
2025-04-09 00:00:00+05:30,1719.65,1726.85,1711.6,1715.55,5600666
2025-04-11 00:00:00+05:30,1760.0,1767.0,1732.35,1756.6,8340002
2025-04-15 00:00:00+05:30,1808.2,1820.0,1781.1,1798.8,10313411
2025-04-16 00:00:00+05:30,1802.4,1826.5,1794.1,1822.6,6180958
2025-04-17 00:00:00+05:30,1834.0,1897.7,1825.7,1889.1,10894325
2025-04-21 00:00:00+05:30,1898.4,1904.3,1868.6,1883.4,3501123
2025-04-22 00:00:00+05:30,1888.0,1888.0,1836.8,1852.2,6155127
2025-04-23 00:00:00+05:30,1867.0,1885.9,1836.1,1881.6,6855027
